age,id,workclass,education,marital-status,occupation,relationship,race,sex,native-country,target
59,tr29322, Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
33,tr29323, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
35,tr29324, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female, United-States, <=50K
53,tr29325, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
26,tr29326, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Male, United-States, <=50K
55,tr29327, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
46,tr29328, Private, HS-grad, Separated, Other-service, Not-in-family, Black, Female, Jamaica, <=50K
44,tr29329, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male, United-States, >50K
30,tr29330, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male, Germany, <=50K
24,tr29331, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
32,tr29332, Private, 10th, Married-spouse-absent, Other-service, Not-in-family, Black, Female, United-States, <=50K
35,tr29333, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
67,tr29334, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
56,tr29335, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
26,tr29336, Private, Masters, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, India, <=50K
46,tr29337, Private, Assoc-acdm, Widowed, Tech-support, Unmarried, White, Female, United-States, <=50K
52,tr29338, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
38,tr29339, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
31,tr29340, Private, HS-grad, Divorced, Sales, Unmarried, Black, Male, United-States, <=50K
53,tr29341, Private, HS-grad, Separated, Transport-moving, Not-in-family, White, Male, United-States, <=50K
27,tr29342, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male, United-States, <=50K
39,tr29343, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
22,tr29344, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
37,tr29345, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
20,tr29346, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male, Nicaragua, <=50K
60,tr29347, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, <=50K
51,tr29348, Private, Assoc-voc, Divorced, Tech-support, Unmarried, Black, Female, United-States, <=50K
57,tr29349, Federal-gov, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Female, United-States, >50K
59,tr29350, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
37,tr29351, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
35,tr29352, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Female, United-States, <=50K
43,tr29353, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
17,tr29354, Private, 12th, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
45,tr29355, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
18,tr29356, Private, HS-grad, Never-married, Sales, Own-child, White, Female, United-States, <=50K
52,tr29357, Private, 12th, Separated, Machine-op-inspct, Other-relative, White, Female, Cuba, <=50K
18,tr29358, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
20,tr29359, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male, Germany, <=50K
34,tr29360, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male, United-States, <=50K
19,tr29361, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female, United-States, <=50K
18,tr29362, ?, 12th, Never-married, ?, Own-child, White, Female, United-States, <=50K
17,tr29363, Local-gov, 9th, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
30,tr29364, Federal-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
29,tr29365, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female, United-States, <=50K
30,tr29366, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, >50K
18,tr29367, Private, 9th, Never-married, Other-service, Own-child, White, Male, ?, <=50K
50,tr29368, State-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female, United-States, <=50K
22,tr29369, Private, HS-grad, Never-married, Sales, Other-relative, White, Male, United-States, <=50K
21,tr29370, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
39,tr29371, Self-emp-not-inc, 9th, Married-civ-spouse, Farming-fishing, Other-relative, White, Male, Cuba, <=50K
20,tr29372, Private, Some-college, Never-married, Other-service, Other-relative, White, Female, United-States, <=50K
62,tr29373, Private, Assoc-acdm, Widowed, Other-service, Not-in-family, White, Female, United-States, <=50K
32,tr29374, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
38,tr29375, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
32,tr29376, Private, Some-college, Separated, Tech-support, Unmarried, Black, Female, United-States, <=50K
55,tr29377, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
38,tr29378, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
34,tr29379, Private, 11th, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
28,tr29380, Private, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
26,tr29381, Private, Some-college, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
41,tr29382, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
61,tr29383, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
75,tr29384, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
21,tr29385, Private, Assoc-voc, Married-civ-spouse, Other-service, Other-relative, White, Female, Mexico, <=50K
50,tr29386, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, >50K
49,tr29387, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, ?, >50K
26,tr29388, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
39,tr29389, Private, 7th-8th, Never-married, Other-service, Own-child, White, Male, Mexico, <=50K
24,tr29390, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, United-States, <=50K
56,tr29391, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
17,tr29392, Private, 11th, Never-married, Other-service, Own-child, Black, Male, United-States, <=50K
37,tr29393, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
23,tr29394, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female, United-States, <=50K
28,tr29395, ?, HS-grad, Never-married, ?, Not-in-family, Black, Female, United-States, <=50K
57,tr29396, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
42,tr29397, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
25,tr29398, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female, United-States, <=50K
22,tr29399, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male, United-States, <=50K
39,tr29400, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male, United-States, <=50K
54,tr29401, Private, 11th, Married-civ-spouse, Other-service, Wife, Black, Female, United-States, >50K
41,tr29402, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
43,tr29403, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male, United-States, <=50K
35,tr29404, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
34,tr29405, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, Philippines, >50K
19,tr29406, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female, United-States, <=50K
33,tr29407, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female, United-States, <=50K
33,tr29408, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
49,tr29409, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
31,tr29410, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
69,tr29411, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
41,tr29412, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
24,tr29413, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Other, Female, United-States, <=50K
45,tr29414, State-gov, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female, United-States, >50K
75,tr29415, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
69,tr29416, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male, United-States, >50K
33,tr29417, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
44,tr29418, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
45,tr29419, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
18,tr29420, Private, 11th, Never-married, Sales, Own-child, White, Female, United-States, <=50K
48,tr29421, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female, United-States, <=50K
43,tr29422, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
26,tr29423, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male, United-States, >50K
35,tr29424, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male, United-States, <=50K
34,tr29425, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female, United-States, <=50K
48,tr29426, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
54,tr29427, Local-gov, HS-grad, Widowed, Other-service, Unmarried, Black, Female, United-States, <=50K
57,tr29428, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
21,tr29429, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
28,tr29430, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male, United-States, <=50K
34,tr29431, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
41,tr29432, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
26,tr29433, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
66,tr29434, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, United-States, <=50K
40,tr29435, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, Hong, >50K
48,tr29436, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
44,tr29437, ?, Bachelors, Divorced, ?, Not-in-family, White, Male, United-States, <=50K
41,tr29438, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
41,tr29439, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
55,tr29440, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, United-States, >50K
43,tr29441, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male, United-States, >50K
51,tr29442, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male, Germany, >50K
31,tr29443, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
30,tr29444, Self-emp-not-inc, Bachelors, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, United-States, <=50K
18,tr29445, Private, Some-college, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
60,tr29446, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
29,tr29447, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female, United-States, <=50K
33,tr29448, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male, United-States, <=50K
34,tr29449, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male, Mexico, <=50K
40,tr29450, Self-emp-inc, Masters, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
57,tr29451, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
55,tr29452, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, <=50K
40,tr29453, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
26,tr29454, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
30,tr29455, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female, Mexico, <=50K
29,tr29456, Private, Masters, Never-married, Sales, Not-in-family, White, Male, United-States, >50K
43,tr29457, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
65,tr29458, Private, 11th, Widowed, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
19,tr29459, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male, Laos, <=50K
35,tr29460, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, Iran, >50K
28,tr29461, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
34,tr29462, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
