workclass,id,education,marital-status,occupation,relationship,race,sex,native-country,target
 Private,tr25457, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
 Private,tr25458, 5th-6th, Never-married, Adm-clerical, Other-relative, White, Female, Mexico, <=50K
 Private,tr25459, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
 Private,tr25460, 9th, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
 Private,tr25461, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 Local-gov,tr25462, Assoc-acdm, Separated, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 State-gov,tr25463, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, >50K
 Private,tr25464, Prof-school, Divorced, Prof-specialty, Unmarried, White, Female, United-States, <=50K
 Private,tr25465, Bachelors, Never-married, Sales, Other-relative, White, Male, United-States, <=50K
 Private,tr25466, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 State-gov,tr25467, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr25468, 9th, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
 Private,tr25469, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Local-gov,tr25470, Some-college, Separated, Adm-clerical, Own-child, Black, Male, United-States, <=50K
 Private,tr25471, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Local-gov,tr25472, 10th, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
 Private,tr25473, Some-college, Never-married, Sales, Own-child, Black, Female, United-States, <=50K
 Private,tr25474, HS-grad, Married-civ-spouse, Other-service, Own-child, Black, Male, United-States, <=50K
 Private,tr25475, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, El-Salvador, >50K
 Private,tr25476, Bachelors, Never-married, Exec-managerial, Own-child, White, Female, United-States, <=50K
 Self-emp-not-inc,tr25477, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, >50K
 Private,tr25478, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Private,tr25479, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
 Private,tr25480, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
 Private,tr25481, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private,tr25482, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr25483, Some-college, Married-civ-spouse, Tech-support, Wife, White, Female, United-States, >50K
 Local-gov,tr25484, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Black, Female, United-States, <=50K
 Private,tr25485, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, Mexico, <=50K
 Private,tr25486, Bachelors, Never-married, Tech-support, Not-in-family, White, Male, United-States, <=50K
 Private,tr25487, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
 Federal-gov,tr25488, Some-college, Never-married, Adm-clerical, Own-child, White, Male, United-States, <=50K
 ?,tr25489, Assoc-acdm, Married-civ-spouse, ?, Wife, White, Female, United-States, <=50K
 Private,tr25490, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc,tr25491, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Private,tr25492, Some-college, Married-civ-spouse, Exec-managerial, Wife, Black, Female, United-States, >50K
 Private,tr25493, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female, United-States, <=50K
 Private,tr25494, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private,tr25495, HS-grad, Never-married, Other-service, Not-in-family, White, Male, Puerto-Rico, <=50K
 Private,tr25496, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
 Private,tr25497, Bachelors, Married-spouse-absent, Transport-moving, Not-in-family, White, Male, United-States, <=50K
 Private,tr25498, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States, <=50K
 Private,tr25499, HS-grad, Divorced, Adm-clerical, Own-child, White, Male, United-States, <=50K
 Self-emp-inc,tr25500, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, Portugal, <=50K
 Private,tr25501, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
 Private,tr25502, HS-grad, Separated, Handlers-cleaners, Not-in-family, Black, Male, United-States, <=50K
 Private,tr25503, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 Self-emp-not-inc,tr25504, HS-grad, Divorced, Sales, Own-child, White, Male, United-States, <=50K
 Private,tr25505, Bachelors, Never-married, Sales, Not-in-family, Black, Female, United-States, <=50K
 Private,tr25506, 11th, Never-married, Craft-repair, Unmarried, White, Male, United-States, <=50K
 Private,tr25507, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private,tr25508, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Private,tr25509, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
 Private,tr25510, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, >50K
 Self-emp-inc,tr25511, 11th, Widowed, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
 Self-emp-not-inc,tr25512, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, Japan, <=50K
 Self-emp-inc,tr25513, Assoc-acdm, Separated, Exec-managerial, Unmarried, White, Male, United-States, <=50K
 Private,tr25514, 11th, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
 ?,tr25515, HS-grad, Never-married, ?, Other-relative, White, Female, Mexico, <=50K
 Federal-gov,tr25516, 11th, Never-married, Adm-clerical, Not-in-family, Black, Female, United-States, <=50K
 Private,tr25517, Some-college, Divorced, Craft-repair, Unmarried, Black, Male, United-States, <=50K
 Federal-gov,tr25518, Bachelors, Never-married, Tech-support, Not-in-family, Black, Female, United-States, <=50K
 Private,tr25519, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 Private,tr25520, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
 Local-gov,tr25521, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
 Private,tr25522, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private,tr25523, 9th, Never-married, Transport-moving, Not-in-family, White, Male, United-States, <=50K
 Private,tr25524, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
 State-gov,tr25525, Bachelors, Never-married, Adm-clerical, Own-child, White, Male, United-States, <=50K
 Private,tr25526, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Male, Vietnam, <=50K
 Private,tr25527, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, Taiwan, <=50K
 Private,tr25528, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private,tr25529, 12th, Never-married, Sales, Own-child, White, Male, United-States, <=50K
 Local-gov,tr25530, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, Germany, >50K
 Private,tr25531, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Private,tr25532, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr25533, HS-grad, Divorced, Craft-repair, Unmarried, White, Male, United-States, <=50K
 State-gov,tr25534, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Self-emp-inc,tr25535, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Federal-gov,tr25536, HS-grad, Widowed, Other-service, Unmarried, White, Male, United-States, <=50K
 Private,tr25537, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Self-emp-not-inc,tr25538, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private,tr25539, Doctorate, Divorced, Prof-specialty, Not-in-family, White, Male, United-States, >50K
 Private,tr25540, 10th, Separated, Other-service, Unmarried, White, Female, United-States, <=50K
 Private,tr25541, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private,tr25542, Some-college, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
 Local-gov,tr25543, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female, United-States, <=50K
 Self-emp-inc,tr25544, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, Germany, <=50K
 Private,tr25545, 9th, Never-married, Sales, Other-relative, Other, Female, Mexico, <=50K
 Self-emp-inc,tr25546, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Private,tr25547, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, ?, <=50K
 Private,tr25548, Some-college, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female, United-States, <=50K
 Private,tr25549, 5th-6th, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male, United-States, <=50K
 Private,tr25550, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Local-gov,tr25551, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female, United-States, <=50K
 Private,tr25552, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private,tr25553, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private,tr25554, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female, United-States, <=50K
 Private,tr25555, HS-grad, Never-married, Sales, Own-child, White, Female, United-States, <=50K
 Local-gov,tr25556, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male, Jamaica, >50K
 Private,tr25557, HS-grad, Never-married, Craft-repair, Own-child, Black, Male, United-States, <=50K
 Private,tr25558, Some-college, Never-married, Tech-support, Own-child, White, Male, United-States, <=50K
 Self-emp-inc,tr25559, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Local-gov,tr25560, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr25561, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
 State-gov,tr25562, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
 Private,tr25563, Some-college, Never-married, Tech-support, Own-child, White, Female, United-States, <=50K
 Private,tr25564, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
 Local-gov,tr25565, 11th, Divorced, Other-service, Unmarried, Black, Female, United-States, <=50K
 Private,tr25566, Bachelors, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
 Federal-gov,tr25567, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, >50K
 Private,tr25568, Some-college, Never-married, Sales, Own-child, White, Female, United-States, <=50K
 Private,tr25569, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, ?, <=50K
 Private,tr25570, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 ?,tr25571, HS-grad, Separated, ?, Unmarried, Black, Female, United-States, <=50K
 Private,tr25572, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male, Mexico, <=50K
 Private,tr25573, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male, United-States, >50K
 Private,tr25574, HS-grad, Never-married, Sales, Own-child, White, Female, United-States, <=50K
 ?,tr25575, HS-grad, Married-civ-spouse, ?, Husband, Black, Male, United-States, <=50K
 Private,tr25576, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Federal-gov,tr25577, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private,tr25578, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male, United-States, <=50K
 Private,tr25579, Some-college, Never-married, Exec-managerial, Own-child, White, Male, United-States, <=50K
 Federal-gov,tr25580, HS-grad, Never-married, Adm-clerical, Own-child, White, Male, United-States, <=50K
 Local-gov,tr25581, Some-college, Never-married, Tech-support, Not-in-family, White, Male, United-States, >50K
 Private,tr25582, 11th, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
 Self-emp-inc,tr25583, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private,tr25584, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Federal-gov,tr25585, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private,tr25586, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr25587, HS-grad, Never-married, Sales, Own-child, White, Female, ?, <=50K
 Private,tr25588, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Local-gov,tr25589, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, <=50K
 Local-gov,tr25590, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Local-gov,tr25591, HS-grad, Divorced, Craft-repair, Unmarried, White, Male, United-States, <=50K
 Private,tr25592, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female, United-States, <=50K
 Private,tr25593, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private,tr25594, 11th, Divorced, Exec-managerial, Unmarried, White, Female, United-States, <=50K
 Private,tr25595, Some-college, Divorced, Other-service, Unmarried, White, Female, United-States, <=50K
 Private,tr25596, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
 State-gov,tr25597, Masters, Divorced, Exec-managerial, Unmarried, White, Female, United-States, >50K
 Private,tr25598, HS-grad, Married-civ-spouse, Sales, Wife, White, Female, United-States, <=50K
 Self-emp-not-inc,tr25599, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Private,tr25600, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private,tr25601, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female, United-States, <=50K
